new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ ADJ NOUN PUNCT VERB NOUN ADP PROPN PUNCT X ADP PROPN
RT @USER466 : How modern day learning is evolving thanks to new tech : URL362 #edtech #onlinelearning #elearning URL220 …	X X PUNCT ADV ADJ NOUN NOUN AUX ADJ NOUN ADP ADJ NOUN PUNCT PROPN PROPN X X X PUNCT
RT @USER2367 : If I do n't fwy and your bringing up my name bitch you are BOTHERED and ima keep it real 😂😂💯	X X PUNCT SCONJ PRON AUX PART VERB CCONJ PRON VERB ADP PRON NOUN NOUN PRON AUX ADJ CCONJ VERB VERB PRON ADJ NOUN
The Fight Between Bernie Sanders And Hillary Clinton Is Officially Super Ugly . Very good read . URL1141	DET NOUN NOUN PROPN NOUN CCONJ PROPN PROPN AUX PROPN PROPN ADJ PUNCT ADV ADJ NOUN PUNCT SYM
No emergency budget , no activating article 50 , no plan - if this was #Labour in govt #Murdoch & the rest would be fomenting a #coup	DET NOUN NOUN PUNCT DET NOUN NOUN NUM PUNCT DET NOUN PUNCT SCONJ PRON AUX ADJ ADP PROPN NOUN CCONJ DET NOUN AUX AUX ADJ DET NOUN
RT @USER1238 : Showing your appreciation of sunshine by sitting outside , tilting your head back , closing your eyes and pretending to be …	X X PUNCT VERB PRON NOUN ADP NOUN SCONJ VERB ADJ PUNCT VERB PRON NOUN ADV PUNCT VERB PRON NOUN CCONJ VERB PART AUX PUNCT
God why these kind of people are still exist . They annoyed me so much . I swear . 🙃✋🏼🙂	PROPN ADV DET NOUN ADP NOUN AUX ADV VERB PUNCT PRON VERB PRON ADV ADV PUNCT PRON VERB PUNCT SYM
#SouthBelfast : traffic busy Saintfield Road from Rosetta towards Annadale Avenue / Forestside countrybound	PROPN PUNCT NOUN ADJ NOUN NOUN ADP PROPN PROPN PROPN NOUN PUNCT X X
Ecigs are the febreze for leesville bathrooms 🙄	PROPN AUX DET NOUN ADP PROPN PROPN SYM
RT @USER449 : Any liberal who thinks AR stands for assault rifle and not Armalite , should probably STFU about guns #filibuster	X X PUNCT DET NOUN PRON VERB ADJ NOUN ADP PROPN NOUN CCONJ PART NOUN PUNCT AUX ADV ADJ ADP NOUN NOUN
@USER114 no but really bo1 tournaments would get so many teams it would be so much fun	VERB DET CCONJ ADV VERB PROPN AUX VERB ADV ADJ NOUN PRON AUX AUX ADV ADJ NOUN
Join the Speedway team ! See our latest #CustomerService #job opening here : URL1194 #Greendale , WI #Hiring #CareerArc	VERB DET ADJ NOUN PUNCT VERB PRON ADJ ADJ NOUN NOUN ADV PUNCT PROPN NOUN PUNCT PROPN NOUN X
blessed URL488	PRON NOUN
RT @USER2656 : A silly dragonhardt comic before bed . #overwatch URL878	X X PUNCT DET NOUN NOUN VERB ADP NOUN PUNCT X X
@USER591 @USER1682 ima be rude but not enough fingies to operate it	PROPN PROPN VERB AUX ADJ CCONJ PART ADJ NOUN PART VERB PRON
RT @USER2468 : Other hairstylist : EXO is doing so well on the charts ! Me : yeah , so happy for them O.H : is EXO famous outside of Korea ? Me : ye …	X X PUNCT PROPN NOUN PUNCT PROPN AUX VERB ADV ADV ADP DET NOUN PUNCT PRON PUNCT INTJ PUNCT ADV ADJ ADP PRON NOUN PUNCT AUX ADJ NOUN ADJ ADP PROPN PUNCT PRON PUNCT PRON PUNCT
Some terrific #Leadership lessons from a proven #leader . URL323	DET NOUN NOUN NOUN ADP DET NOUN NOUN PUNCT X
@USER1681 I promise I will never unfollow you !! ❤️😍	PROPN PRON VERB PRON AUX ADV VERB PRON PUNCT X
RT @USER733 : My KC Scout Traffic Alert Cleared : Roadwork on I-470 WB ( East / West ) PAST DOUGLAS ST Message #8252-14783	X X PUNCT PRON ADJ NOUN NOUN SYM NOUN PUNCT VERB ADP PROPN PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PROPN PROPN X X
i be soo bored at home 🙄 i need to get that application asap 😬💯	PRON AUX ADJ ADJ ADP NOUN SYM PRON VERB PART VERB PRON NOUN X X
@USER1878 @USER344 you really deserve it	PROPN VERB PRON ADV VERB PRON
@USER1455 So you want my number .... That 's romantic AF !!! hahahha .... You should be polite AF when asking things like that !!! hahahha	VERB ADV PRON VERB PRON NOUN PUNCT PRON AUX ADJ PROPN PUNCT PROPN PUNCT PRON AUX AUX ADJ ADJ ADV VERB NOUN ADP PRON PUNCT X
@USER193 14 exactly	PROPN NUM ADV
I 'm waiting for it URL514	PRON AUX VERB ADP PRON VERB
@USER1567 this is the funniest thing but the shirt gave me good luck so i dunno if ure gon na get that back buddy	VERB PRON AUX DET ADJ NOUN CCONJ DET NOUN VERB PRON ADJ NOUN ADV PRON VERB SCONJ PROPN VERB PART VERB PRON ADV SYM
RT @USER806 : This Dog 's Face Was Eaten By Maggots , See The Transformation Now URL1158	X X PUNCT PRON NOUN PART NOUN NOUN NOUN ADP NOUN PUNCT VERB DET NOUN ADV SYM
@USER1420 was n't sure if you posted about this , the Frisco Roughriders are wearing gaming themed unis on July 8th . URL1214	PROPN AUX PART ADJ SCONJ PRON VERB ADP PRON PUNCT DET NOUN NOUN AUX VERB PROPN PROPN NOUN ADP PROPN PROPN PUNCT X
RT @USER2363 : 🐺 LITTLE TEETH RETURNS 3/4 🐹 written by @USER1900 art by me ! ty @USER551 @USER2459 URL944 URL219 …	X X PUNCT PROPN PROPN PROPN NOUN PROPN NOUN VERB ADP PROPN NOUN ADP PRON PUNCT PROPN PROPN PROPN X X PUNCT
@USER803 " If it 's with you then I do n't mind - "	PROPN PUNCT SCONJ PRON AUX ADP PRON ADV PRON AUX PART ADJ PUNCT PUNCT
Try this Easy Chicken Cordon Bleu #recipe using @USER1049 . #PerdueCrew #promotion - URL647 URL249	VERB DET ADJ NOUN NOUN X X VERB PROPN PUNCT PROPN NOUN PUNCT PROPN NOUN
RT @USER59 : Aisle marking tape Archives | URL1187	X X PUNCT PROPN ADJ NOUN NOUN SYM X
RT @USER282 : Remember when you lay your head down at night that life is precious . And if you 're blessed enough to wake up again remind …	X X PUNCT PROPN ADV PRON VERB PRON NOUN ADV ADP NOUN DET NOUN AUX PROPN PUNCT CCONJ SCONJ PRON AUX VERB ADJ PART VERB ADV ADV VERB PUNCT
that " what 'd I do ? look at her ! " by Stecklein , lol	PRON PUNCT PRON AUX PRON VERB PUNCT VERB ADP PRON PUNCT PUNCT ADP PROPN PUNCT INTJ
RT @USER930 : I started something , I forced you into a zone and you were clearly never meant to go .	X X PUNCT PRON VERB PRON PUNCT PRON VERB PRON ADP DET NOUN CCONJ PRON AUX VERB ADV VERB PART VERB PUNCT
RT @USER1929 : Philosophy - Cambridge University | Psychology & Social ... URL1164 #psychologysocialscience	X X PUNCT PROPN PUNCT PROPN PROPN SYM PROPN CCONJ ADJ PUNCT X NOUN
RT @USER18 : Will D #French #Senate demand FM #Zarif 2end persecution of Christians in #Iran ? #directsenat #no2rouhani #FreeIran URL0 …	X X PUNCT AUX PROPN PROPN PROPN VERB NOUN PROPN NOUN NOUN ADP NOUN ADP PROPN PUNCT PROPN PROPN X X PUNCT
Going to Dj Friday 's parties is just girls excuse to dress up & look cute , do n't even enjoy them anymore	VERB ADP PROPN PROPN PART PROPN AUX ADV NOUN NOUN PART VERB ADP CCONJ VERB ADJ PUNCT AUX PART ADV VERB PRON ADV
RT @USER764 : Does it count as drinking alone if you 're watching the series finale of Buffy ( again ) , you 're folding laundry and your cat is …	X X PUNCT AUX PRON VERB SCONJ PROPN ADV SCONJ PRON AUX VERB DET NOUN NOUN ADP PROPN PUNCT ADV PUNCT PUNCT PRON AUX VERB ADJ CCONJ PRON NOUN AUX PUNCT
I miss the feeling of you missing me	PRON VERB DET NOUN ADP PRON VERB PRON
RT @USER1998 : joshua almost cried so vernon rubbed his back to calm him down omg i find this so so cute URL1072	X X PUNCT PROPN ADV NOUN ADV VERB VERB PRON NOUN PART VERB PRON ADV INTJ PRON VERB PRON ADV ADV ADJ NOUN
go to bet ?? ♡	VERB PART VERB PUNCT SYM
School is so stressful	NOUN AUX ADV ADJ
OneRepublic - Counting Stars URL681 via @USER1490	PROPN PUNCT PROPN NOUN NOUN ADP PROPN
These mfs got me fucked up if they think they bouts give me another blood transfusion	DET NOUN VERB PRON VERB ADP SCONJ PRON VERB PRON VERB VERB PRON DET NOUN NOUN
@USER1449 He knows the game as well as anybody . That 's always been true .	VERB PRON VERB DET NOUN SCONJ ADV ADP PROPN PUNCT PRON AUX ADV AUX ADJ PUNCT
😂 shame he 's a professional wankster URL506	SYM NOUN PRON AUX DET ADJ NOUN SYM
really cool ! URL1011	ADV ADJ PUNCT X
The best is the enemy of good . - Voltaire #quote #winwithjohn	DET ADJ AUX DET NOUN ADP ADJ PUNCT PUNCT PROPN PROPN X
RT @USER891 : @USER2114 well , I happen to be a pro PJ , did n't you know ? I learned 4 songs , more or less . I know , pretty impressive .	X X PUNCT PROPN INTJ PUNCT PRON VERB PART AUX DET ADJ NOUN PUNCT AUX PART PRON VERB PUNCT PRON VERB NUM NOUN PUNCT ADV CCONJ ADV PUNCT PRON VERB PUNCT ADV PROPN PUNCT
RT @USER1158 : Sidney Crosby joins Joe Sakic as only players in history with Olympic Gold World Jr. Gold World Champ Stanley Cup Hart Troph …	X X PUNCT PROPN PROPN PROPN NOUN NOUN ADP ADJ NOUN ADP NOUN ADP PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN X PUNCT
RT @USER2466 : Quick subs of SNSD cut on today 's Slam Dunk episode ^^ [ ENG SUB ] SNSD CUT - KBS SISTER 'S SLAM DUNK EP7 URL452 …	X X PUNCT VERB NOUN ADP PROPN VERB ADP NOUN PART ADJ PROPN NOUN SYM PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN NOUN PART PROPN PROPN PROPN NOUN PUNCT
RT @USER64 : I hate when ppl says " nak tanya ni " but suddenly " em tade pape la " . Lol I 'm freaking curious abt what they want to ask me .	X X PUNCT PRON VERB ADV NOUN VERB PUNCT PROPN PROPN NOUN PUNCT CCONJ NOUN PUNCT PRON PROPN PROPN NOUN PUNCT PUNCT INTJ PRON AUX ADJ NOUN SCONJ PRON PRON VERB PART VERB PRON PUNCT
Two cars hit and we are n't even drunk yet 😂 @USER1658 @USER1394 .	NUM NOUN VERB CCONJ PRON AUX PART ADV ADJ PROPN SYM PROPN PROPN PUNCT
Pablo Sandoval religiously followed the El Guapo diet and exercise plan during the offseason .	PROPN PROPN NOUN VERB DET PROPN PROPN NOUN CCONJ NOUN NOUN ADP DET NOUN PUNCT
RT @USER453 : Childhood Fantasy Destroyed By The Sinister Origins Of These 15 Disney Movies ! URL683 URL1272 …	X X PUNCT PROPN PROPN NOUN ADP DET NOUN NOUN ADP DET NUM PROPN PROPN PUNCT PROPN NOUN PUNCT
RT @USER2012 : How is he so effortlessly beautiful ? These are candid ? He is so soft ? URL959	X X PUNCT ADV AUX PRON ADV ADJ ADJ PUNCT DET AUX NOUN PUNCT PRON AUX ADV ADJ PUNCT SYM
RT @USER290 : Printable Zentangle Colouring Page Seahorse by thecrayonkitchen URL1349 #etsymntt #ESkids #craftbuzz #ep …	X X PUNCT PROPN PROPN PROPN NOUN NOUN ADP PROPN PROPN PROPN PROPN X X PUNCT
Congratulations to @USER1154 for winning #SJA #MedicalFirstResponders #Ontario #Championship . #LdnOnt URL1071	NOUN PART VERB SCONJ VERB PROPN PROPN PROPN NOUN PUNCT X X
Oil and Gas ETFs Update . Select Oil and Gas ETFs at URL1282 or visit URL413	NOUN CCONJ PROPN PROPN NOUN PUNCT PROPN NOUN CCONJ NOUN NOUN ADP PROPN CCONJ NOUN NOUN
RT @USER2449 : Limited Pre-Order : Kim Jae Joong NO.X Hologram Seoul Concert Official Goods worldwide shipping more details pls DM >> ht …	X X PUNCT PROPN NOUN PUNCT PROPN PROPN PROPN PROPN PROPN PROPN NOUN ADJ NOUN ADV ADJ ADJ NOUN INTJ NOUN PUNCT X PUNCT
I Ai n't had sex in while had dream lil vagina 's was chasing me	PRON AUX PART VERB NOUN ADP SCONJ VERB NOUN PROPN NOUN AUX AUX VERB PRON
RT @USER2295 : Church is designed to be a community of friends , where people are not judged , but loved , accepted and welcomed home .	X X PUNCT PROPN AUX ADJ PART AUX DET NOUN ADP NOUN PUNCT ADV NOUN AUX PART VERB PUNCT CCONJ ADJ PUNCT VERB CCONJ VERB NOUN PUNCT
RT @USER1206 : The * ALL NEW * URL233 will be available to all customers at 10:45 pm PST 😅🙌🏽 ! Shop with us TONIGHT 🔥 ht …	X X PUNCT DET PUNCT DET ADJ PUNCT PROPN AUX AUX ADJ ADP DET NOUN ADP PROPN NOUN PROPN NOUN PUNCT VERB ADP PRON PROPN X X PUNCT
Most of supercells music makes me emotional	ADJ ADP PROPN NOUN VERB PRON SYM
RT @USER2293 : Yall never forget this beautiful legendary moment URL1537	X X PUNCT VERB ADV VERB DET ADJ NOUN NOUN X
@USER2639 catching all passes . Might throw some spirals	PROPN VERB DET NOUN PUNCT VERB VERB DET NOUN
RT @USER1533 : Hell yeah ... Same URL1398	X X PUNCT NOUN INTJ PUNCT ADJ NOUN
RT @USER1288 : " Life After Winning The Power Ball " URL1232	X X PUNCT PUNCT NOUN SCONJ VERB DET NOUN NOUN PUNCT SYM
RT @USER823 : The face @USER1569 makes when he rolls a gutter ball 😂🎳 URL1245	X X PUNCT DET NOUN PROPN VERB ADV PRON VERB DET NOUN NOUN NOUN X
RT @USER2156 : Only a few days left ... :) @USER1793 @USER1726 Photo vs Drawing : I try to work precise :) URL489	X X PUNCT ADV DET ADJ NOUN ADJ PUNCT SYM PROPN PROPN NOUN ADP NOUN PUNCT PRON VERB ADP VERB ADJ SYM X
RT @USER1283 : { Preview } 160404 Qianxi @ OPPO R9 CF #Shooting Cr. as tagged URL710	X X PUNCT PROPN PROPN PROPN NOUN NOUN ADP PROPN PROPN PROPN PROPN NOUN ADP NOUN X
RT @USER1372 : Follow & retweet for the love of #prettyporn~ So close to reaching 6 k followers ! URL784	X X PUNCT VERB CCONJ VERB ADP DET NOUN ADP PROPN ADV ADJ ADP PROPN NUM NUM NOUN PUNCT X
OMG I have hope :')	INTJ PRON VERB VERB SYM
My Twitter is worth $ 24,120.00 today . Find Out Your Vanity Twitter Value Free - Click Here ==> URL342 #freefollowers	PRON PROPN AUX ADJ SYM PROPN NOUN PUNCT VERB ADP PRON PROPN PROPN PROPN ADJ PUNCT PROPN ADV VERB X X
" Storm Surf " Tee inspires us all that no matter what the conditions , being in the water is where … URL1230	PUNCT PROPN PROPN PUNCT PROPN VERB PRON DET SCONJ PRON VERB PRON DET NOUN PUNCT AUX ADP DET NOUN AUX ADV PUNCT X
@USER429 Hey Michelle what 's going on ? #StateOfWomen	PROPN INTJ VERB PRON AUX VERB ADP PUNCT X
RT @USER518 : So proud of how hard @USER770 have worked to keep #hellomynameis alive in the organisation ... URL1088	X X PUNCT ADV ADJ ADP ADV ADJ NOUN VERB NOUN PART VERB PROPN ADJ ADP DET NOUN PUNCT X
RT @USER17 : Just because I 'm on Twitter does n't mean I 'm taking texts right now .	X X PUNCT ADV SCONJ PRON AUX ADP PROPN AUX PART VERB PRON AUX VERB ADJ ADV ADV PUNCT
RT @USER1913 : you really need both type of friends URL1060	X X PUNCT PRON ADV VERB DET NOUN ADP NOUN X
RT @USER1735 : She is art . You do n't have to understand her . She was n't built to validate your opinion . Accept her for the beautiful ambiguit …	X X PUNCT PRON AUX NOUN PUNCT PRON AUX PART VERB PART VERB PRON PUNCT PRON AUX PART VERB PART VERB PRON NOUN PUNCT VERB PRON ADP DET ADJ NOUN PUNCT
@USER1729 @USER673 serious question : what 's the deal with the turtle comments ?	PROPN PROPN ADJ NOUN PUNCT PRON AUX DET NOUN ADP DET NOUN NOUN PUNCT
@USER901 @USER1093 Lmao welp . We know he 's either a virgin or he sucks in bed	PROPN PROPN INTJ PROPN PUNCT PRON VERB PRON AUX SCONJ DET NOUN CCONJ PRON VERB ADP NOUN
* CAUTION * if you 've received snaps like these from @USER2446 , you 're not special , you have been mass snapped URL1077	PUNCT PROPN PUNCT SCONJ PRON AUX VERB VERB ADP DET ADP NOUN PUNCT PRON AUX PART ADJ PUNCT PRON AUX AUX ADJ NOUN NOUN
@USER2378 trump i do nt like the sound of that	PROPN PROPN PRON AUX PART VERB DET NOUN ADP PRON
RT @USER463 : Close Enough ! URL660	X X PUNCT PROPN ADJ PUNCT X
How much Faith does the Pope have ?	ADV ADV NOUN AUX DET NOUN VERB PUNCT
RT @USER1062 : “ Whatever you do , never run back to what broke you . ”	X X PUNCT PUNCT VERB PRON VERB PUNCT ADV VERB ADV ADP PRON VERB PRON PUNCT PUNCT
Probably the duff	ADP DET NOUN
As soon as I did lightning stuck really dang close	SCONJ ADV SCONJ PRON AUX PROPN VERB ADV NOUN ADJ
@USER2131 ( if my mom lets but she probably will though lmao )	PROPN PUNCT SCONJ PRON NOUN VERB CCONJ PRON ADV AUX ADV INTJ PUNCT
either 1 bc black af or 4 bc gay and hot af URL876	ADV NUM PART ADJ NOUN CCONJ NUM SCONJ ADJ CCONJ ADJ NOUN SYM
THE HERSHEY 'S WORLD WILL BE THE DEATH OF ME	DET NOUN PART NOUN AUX VERB DET NOUN ADP PRON
RT @USER748 : Ca n't stop a nigga when you know he on a mission	X X PUNCT AUX PART VERB DET NOUN ADV PRON VERB PRON ADP DET NOUN
RT @USER635 : can u name them ? #ALDUBGetThemLolaTini URL1097	X X PUNCT AUX PRON VERB PRON PUNCT X SYM
RT @USER1282 : Lots of hate towards K-Pop fans right now . If you want your favs to win then vote hard like them . No need for racist comme …	X X PUNCT VERB ADP VERB PROPN PROPN NOUN ADV ADV PUNCT SCONJ PRON VERB PRON NOUN PART VERB ADV NOUN ADJ ADP PRON PUNCT DET NOUN ADP ADJ NOUN PUNCT
RT @USER1928 : @USER530 #FindGodWithin Happy Propose day Guru ji URL1078	X X PUNCT X PROPN ADJ NOUN NOUN PROPN X X
RT @USER2232 : I know I will never be everyones 's cup of tea but I would like to be someone 's custom made drink .	X X PUNCT PRON VERB PRON AUX ADV AUX ADJ PART NOUN ADP NOUN CCONJ PRON AUX VERB PART AUX PRON PART ADJ VERB NOUN PUNCT
I wan na hear you myself . Forget the TL . URL466	PRON VERB PART VERB PRON PRON PUNCT VERB DET NOUN PUNCT X
RT @USER289 : Never forget . The whole of a religious group should n't be judged by the extreme actions of a few within their ranks . URL219 …	X X PUNCT ADV VERB PUNCT DET ADJ ADP DET NOUN NOUN AUX PART AUX VERB ADP DET ADJ NOUN ADP DET NOUN ADP PRON NOUN PUNCT X PUNCT
RT @USER1781 : Me : * is dead * Louis and Harry : plays rock paper scissors , Harry touches Louis ' hand Me : URL721	X X PUNCT PRON PUNCT PUNCT AUX ADJ PUNCT PROPN CCONJ PROPN PUNCT VERB PROPN NOUN NOUN PUNCT PROPN PROPN PROPN PUNCT NOUN PRON PUNCT X
@USER2068 I think your all just mad now because I spilled the truth on it .. Devan always seems to get left overs with who he 's with 🌚	PROPN PRON VERB PRON ADV ADV ADJ ADV SCONJ PRON VERB DET NOUN ADP PRON PUNCT VERB ADV VERB PART VERB ADJ NOUN ADP PRON PRON AUX ADP SYM
RT @USER1085 : I cant believe yall never been to this part of Omaha 🤔 URL1163	X X PUNCT PRON AUX VERB PRON ADV AUX ADP DET NOUN ADP PROPN SYM X
@USER1741 Ok but Hannigan is a JAG . Leon has some energy , decent arm and surprising bat .	PROPN INTJ CCONJ NOUN AUX DET NOUN PUNCT PROPN VERB DET NOUN PUNCT VERB NOUN CCONJ ADJ NOUN PUNCT
RT @USER2593 : mi abuela Maria so annoying smh URL1069	X X PUNCT NOUN PROPN PROPN ADV ADJ INTJ SYM
RT @USER1858 : It 's all starting !!!!! @USER1076 @USER46 @USER1029 #blessed first table Read ! URL1557	X X PUNCT PRON AUX DET VERB PUNCT PROPN PROPN PROPN NOUN ADJ NOUN VERB PUNCT X
DDO woman living with mould / collapsed ceiling after flooding Feb 15 in vacant unit above . Condo assoc. denying resp. URL902	PROPN NOUN NOUN ADP PROPN PUNCT PROPN NOUN ADP PROPN NOUN NUM ADP PROPN PROPN ADP PUNCT PROPN PROPN PROPN NOUN X
@USER519 @USER1903 This deserves many favorites .	PROPN VERB PRON VERB ADJ NOUN PUNCT
RT @USER1546 : If this is n't me then what is URL1414	X X PUNCT SCONJ PRON AUX PART PRON ADV PRON AUX ADJ
I will do what you want on my cam . URL411 #threesome #bootylicious #sexdating #pussyfuck URL616	PRON AUX VERB PRON PRON VERB ADP PRON NOUN PUNCT PROPN PROPN PROPN PROPN X X
When 's it going to be my turn to have a cute relationship with someone who actually cares for me ://	ADV AUX PRON VERB PART AUX PRON VERB PART VERB DET ADJ NOUN ADP PRON PRON ADV VERB ADP PRON SYM
I 'm ALIVE ! Fucking cold you can go to hell ...	PRON AUX ADJ PUNCT VERB NOUN PRON AUX VERB ADP NOUN PUNCT
RT @USER433 : Most laugh tracks for TV were recorded in the 1950s , which means many of the people you hear laughing are dead .	X X PUNCT ADJ PROPN NOUN ADP NOUN AUX NOUN ADP DET NOUN PUNCT PRON VERB ADJ ADP DET NOUN PRON VERB NOUN AUX ADJ PUNCT
RT @USER2233 : Gun violence causes 30,000 deaths a year , but some refuse to call it a legitimate public health issue #yourmiccheck URL612 …	X X PUNCT NOUN NOUN PROPN VERB VERB DET NOUN PUNCT CCONJ DET NOUN PART VERB PRON DET ADJ NOUN NOUN NOUN X X PUNCT
Ii Guess Ii Wo n't Be Getting What Ii Want Tonight ..	PROPN VERB PROPN NOUN PART AUX VERB PRON NOUN VERB NOUN PUNCT
RT @USER1599 : 1D stans starter pack URL306	X X PUNCT PROPN PROPN NOUN NOUN X
RT @USER1001 : 6 ) WITH YOU WAS MY FUCKING JAM URL1361	X X PUNCT NUM PUNCT SCONJ PRON AUX PRON ADV NOUN X
RT @USER1153 : do you ever just look at yourself in snapchat front camera and just stare and that s it URL1103	X X PUNCT AUX PRON ADV ADV VERB ADP PRON ADP PROPN NOUN NOUN CCONJ ADV VERB CCONJ PRON AUX PRON VERB
RT @USER654 : Former Bush Treas Sec ( & China hand ) Hank Paulson sets example that should shame the Vichy Republicans URL1146 …	X X PUNCT ADJ PROPN PROPN PROPN PUNCT CCONJ PROPN NOUN PUNCT PROPN PROPN PROPN VERB PRON AUX NOUN DET NOUN X X PUNCT
RT @USER501 : beach party with @USER450 and @USER1886 looks fun af ☀️ 🌴 #AIMHvideo URL457 URL1365	X X PUNCT VERB NOUN ADP PROPN CCONJ PROPN VERB ADJ NOUN PROPN PROPN NOUN X X
RT @USER1391 : Now Northern Ireland and Polish fans are fighting in Nice ! URL1472	X X PUNCT ADV ADJ NOUN CCONJ ADJ NOUN AUX VERB ADP PROPN PUNCT X
RT @USER1131 : Wait omg I had no clue people were WATCHING 👀 URL1225	X X PUNCT VERB INTJ PRON VERB DET NOUN NOUN AUX ADJ NOUN SYM
RT @USER2058 : Hashtag national have an excuse to get drunk off wine day	X X PUNCT PROPN ADJ VERB DET NOUN PART VERB ADJ ADP NOUN NOUN
@USER1311 if I had one of these I would go back to 2008 and never connect with u guys URL629	VERB SCONJ PRON VERB NUM ADP SCONJ PRON AUX VERB ADV PART VERB CCONJ ADV VERB ADP PRON NOUN SYM
@USER1132 Gon na have to buy a Rico Riders t shirt soon ..	PROPN VERB PART VERB PART VERB DET NOUN PROPN X NOUN ADV PUNCT
You know times are hard when even Batman is having a go at you .. URL1336	PRON VERB NOUN AUX ADJ ADV ADV PROPN AUX VERB DET VERB ADP PRON PUNCT X
New day , new tweets , new stats . 1 new unfollower . Via good old URL373	ADJ NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN PUNCT NUM ADJ NOUN PUNCT PROPN ADJ ADJ NOUN
RT @USER2267 : I extend my gratitude to all the members of Delhi study group for selecting me as the patron of the organization . URL224 …	X X PUNCT PRON VERB PRON NOUN ADP DET DET NOUN ADP PROPN PROPN NOUN ADP VERB PRON ADP DET NOUN ADP DET NOUN PUNCT X PUNCT
